,idx,beta,pval,cilb,ciub,i2,tau2
GABPA,3777,-0.34823193127764,7.92001130194149e-06,-0.501012519171895,-0.195451343383386,96.8400151119344,0.125622763915669
AKT1S1,26847,0.250389749973736,8.0680346667746e-06,0.140438114571822,0.360341385375651,94.8263235151629,0.0608407444790184
PDE8B,13698,-0.901704595551642,8.07741207562937e-06,-1.29768494875026,-0.505724242353022,98.0018142721516,0.869051219605758
F10,1978,-1.72249231665638,8.14790006800676e-06,-2.47923426449758,-0.965750368815174,99.090980830778,3.22901672701766
KCNA3,12952,-1.33497969059214,8.30165048333498e-06,-1.9220031245257,-0.747956256658581,96.3100430868521,1.77786713603213
SLC2A1,201,1.34921913777166,8.48376017792953e-06,0.755313945205282,1.94312433033804,98.9556523035433,2.00642916331414
IL6,29922,-1.46757566147546,8.57744426091617e-06,-2.11392182311968,-0.821229499831233,90.9664291184444,1.92891874395152
ACR,27840,-1.39242305129718,8.6496196692197e-06,-2.00591879852853,-0.778927304065829,97.6635536948976,2.01015006091031
TYMP,1992,1.04203530447103,8.69509567142984e-06,0.58280261515205,1.50126799379001,97.6766231224729,1.18117978349345
GCK,961,-1.26075262581211,8.7356826070184e-06,-1.81650072379752,-0.705004527826708,97.1317955231365,1.7062776963484
NDUFS1,5942,-0.421552078261711,8.91103103601038e-06,-0.607553788117242,-0.23555036840618,98.29504136154,0.195084711295497
ITPKB,26513,-0.713866403894069,8.99003853739077e-06,-1.02898089341889,-0.398751914369243,97.8858766421156,0.528867744865003
SLC19A3,29740,-1.88896273344817,9.06236606251052e-06,-2.72311157485558,-1.05481389204076,98.7489236303139,3.72531447606482
ACVR2A,13237,-0.378156737485903,9.06410950485189e-06,-0.545148887222077,-0.211164587749729,97.504797564858,0.15063123266006
TNNT1,220,2.15685942518451,9.13130784816457e-06,1.20405952915718,3.10965932121184,95.6349208336428,4.55857275124138
HTR2B,28998,-1.39389228549482,9.14125045824964e-06,-2.00968141233564,-0.778103158653998,97.7219012017772,2.15392364811234
KDM5C,7376,0.251002506636963,9.39134097154922e-06,0.139969885635791,0.362035127638136,93.3508215815338,0.05956533569793
NPY,10494,-2.89822985833033,9.49791038013378e-06,-4.18098559308785,-1.6154741235728,96.3297667530968,8.75826059163692
COL11A1,12612,2.54879460132495,9.56347057421887e-06,1.42032059158232,3.67726861106759,98.2028485170482,6.9472849765158
RYR3,30086,-1.2308515011321,9.60178988798515e-06,-1.77591494552502,-0.685788056739185,98.0267443452499,1.62214034934506
MAP2K4,6143,-0.337271169725448,9.61089634646576e-06,-0.486633366673934,-0.187908972776962,98.0925034593897,0.1245290820071
NPM1,22777,0.417280553224177,9.73748739923646e-06,0.232367763965579,0.602193342482774,97.9169798687834,0.186085342878204
GABRA4,10924,-2.62417684552846,1.01895739351213e-05,-3.78963408297112,-1.45871960808581,96.8257036686746,7.34185965958868
MT-ND6,30089,-1.04564591171763,1.02635713596975e-05,-1.51020615578497,-0.58108566765029,98.0601686513747,1.21676959828369
KDM5B,177,0.411247244895454,1.06523145852479e-05,0.228203847510592,0.594290642280316,97.0803697228802,0.182236112217452
NDUFS6,15240,0.409940075440075,1.06915193922244e-05,0.227445473804158,0.592434677075993,95.4879224614216,0.175195632489483
LAMA5,26056,0.524508306722622,1.07163842694691e-05,0.290984200770235,0.758032412675009,94.7222659857603,0.272736020469624
EPRS,22945,0.34849369173381,1.08184033868066e-05,0.193263173985562,0.503724209482058,97.9518152871522,0.136971009478718
PRMT3,24102,0.463341744934726,1.08480579372226e-05,0.256926271538592,0.66975721833086,98.4978426087201,0.241867145508857
PARP2,30793,0.294951012361868,1.08859435696564e-05,0.163529817731969,0.426372206991767,97.4594976294107,0.094844381255016
ADH4,2187,-3.08828981448633,1.10145369322108e-05,-4.46513583574814,-1.71144379322453,98.2646953812759,10.0553915683717
SETD2,23804,-0.224430666346201,1.1364953671488e-05,-0.324643288140546,-0.124218044551856,93.4683296489473,0.0511354339888557
RRM1,22212,0.466372942581459,1.14885751384292e-05,0.258016715494055,0.674729169668864,98.4842138153813,0.240496081001888
LMO2,28508,-0.796381951469532,1.1543281210676e-05,-1.15225647197609,-0.440507430962978,98.4500892647624,0.705740304135026
VDAC1,24004,0.395416753893392,1.16269164488446e-05,0.218655864845838,0.572177642940945,97.3335999138419,0.162343260778437
CYP2A6,2683,-2.72148218584547,1.19077094894339e-05,-3.93949480254978,-1.50346956914115,98.3882559392977,8.06213714617389
ABCG2,1575,-1.65546370358936,1.19199818250686e-05,-2.39641253785645,-0.914514869322283,99.2396464084718,3.20728985822052
CLU,28651,-1.4007560583288,1.20975917249255e-05,-2.02816541398435,-0.773346702673254,99.1177602679171,2.26007190470999
GALC,390,-0.423532333915165,1.24352091779473e-05,-0.613496486700752,-0.233568181129578,96.9217510132597,0.188817823151421
CACNA2D1,2330,-1.20774874928488,1.2822704679655e-05,-1.75028483558234,-0.665212662987425,98.6031442377315,1.64647349832433
STMN1,13815,0.944829943195644,1.33253597078313e-05,0.519580056643009,1.37007982974828,98.9198698985173,1.02794288355422
ROCK2,30196,-0.397567848773674,1.35213270631578e-05,-0.576637091899655,-0.218498605647693,96.0658929534369,0.16419288339473
CYP11A1,3523,-2.33010508383586,1.37677610886868e-05,-3.38056806200301,-1.27964210566872,99.2544038985544,6.50115953786261
CYP27A1,21364,-1.13170764511399,1.39634389074297e-05,-1.64227025507974,-0.621145035148245,98.6437439209743,1.47756451385338
GPR84,10328,1.27080833066952,1.39978762519473e-05,0.697419966076869,1.84419669526218,94.9751343909199,1.63337810329439
ADRA1D,14267,-1.74798882063268,1.42094354702492e-05,-2.53727955066198,-0.958698090603375,97.8121029523044,3.32146461718407
ACTL6A,5259,0.698122054260271,1.42972502555437e-05,0.38279212627852,1.01345198224202,99.378247841051,0.573520996688682
MMP14,7663,0.975554309926557,1.50608444280841e-05,0.53374720068511,1.417361419168,98.9765665288736,1.07964224134387
MYL2,7805,-2.71063909082286,1.59292775292225e-05,-3.9417459380161,-1.47953224362962,94.4742588924455,7.55397859964767
HBEGF,13772,-0.85162106293677,1.61677467410608e-05,-1.23870130919904,-0.464540816674498,94.524777822752,0.75499885823082
STAT2,8783,0.355185684710393,1.65184786605282e-05,0.19356819825304,0.516803171167746,97.1310174318998,0.145707732486538
ANGPT1,7203,-1.38174161835424,1.68276471603e-05,-2.01106490270369,-0.752418334004783,98.5379997020743,2.22764844573732
HTR4,9458,-1.86112789971102,1.69500841074732e-05,-2.70910723055225,-1.01314856886978,94.7165135927927,3.60881421104787
PSMB9,28960,0.713333064538861,1.71586100167065e-05,0.388114715772262,1.03855141330546,97.1574595318842,0.587673411705307
ENTPD2,16525,0.760552836529568,1.74843959540556e-05,0.413469592971141,1.107636080088,93.6230627106782,0.599777991412506
SCN3A,11174,-1.60789368913998,1.76760432920084e-05,-2.34208000626303,-0.873707372016924,98.4631520676816,3.0960490881428
PRKDC,2478,0.520586949715043,1.82609444170795e-05,0.282478647535277,0.758695251894809,97.8839508662474,0.322517995996264
TJP1,21831,-0.38933208188022,1.83149555518571e-05,-0.567433757870576,-0.211230405889865,95.0572973631739,0.157655198605422
RXRA,1219,-0.497076126382473,1.85107079549506e-05,-0.724591346122952,-0.269560906641994,97.9642358415501,0.28437078714272
PDE1B,16267,-1.1302390914727,1.9085086777205e-05,-1.64838056481384,-0.612097618131566,98.2451753035825,1.47413047308297
KIT,10663,-1.45276519482786,1.96112714467736e-05,-2.11970981728609,-0.785820572369631,98.6061126164158,2.56244991758196
TLR3,9780,-0.961475026687979,2.06665251907184e-05,-1.40408864881093,-0.518861404565033,98.8342328806726,1.09658749878081
KAT5,3206,-0.223345789209171,2.08044747787521e-05,-0.326198643131076,-0.120492935287266,96.4150160093169,0.0546660666234649
HSP90B1,24683,0.361745071259333,2.10257956302222e-05,0.195065307002288,0.528424835516379,97.0793469006216,0.152600832583913
ACKR4,4576,-1.28819918281115,2.10306780705699e-05,-1.881764586526,-0.694633779096311,97.9187245278274,1.94792310112819
AR,22661,-1.6593193892974,2.18195240148139e-05,-2.42537193959182,-0.893266839002987,99.1838102831784,3.37864570191249
MLANA,12394,-0.388874863961418,2.2492240491625e-05,-0.568694030625698,-0.209055697297138,83.3096202281726,0.12258480858909
TUBA1C,1194,0.872751990681448,2.26620235732119e-05,0.469022905890164,1.27648107547273,98.646115921789,0.910123338776384
ADARB2,7295,-1.38602268009303,2.2846229037593e-05,-2.02746261699289,-0.744582743193177,96.9437540581008,2.17890961865333
BCL2L1,30418,0.453760473345652,2.33582136190785e-05,0.243516481625861,0.664004465065444,97.7375666566421,0.230547888686024
ACO1,26257,-0.677496898564844,2.35922089998077e-05,-0.991572765904318,-0.363421031225371,98.4048720526342,0.54309840820758
PRMT7,3844,0.21173429907637,2.38078416006754e-05,0.113530359038268,0.309938239114472,91.5711929660395,0.0462150181841903
GFER,17369,0.360523354462496,2.40721189088372e-05,0.193211508152246,0.527835200772746,96.4529127718101,0.149935441224051
HPD,15377,-2.24201551641023,2.40942437244505e-05,-3.28254211297233,-1.20148891984814,99.3692444331686,6.12822863127335
PRKCQ,6195,-0.946694878342701,2.48171519602985e-05,-1.38675349647953,-0.506636260205875,97.7196393681703,0.98908629232612
PPARA,687,-0.613093815636412,2.51745955627884e-05,-0.898300693880576,-0.327886937392248,98.1408672910282,0.45339742105824
HCRTR1,13981,-1.13944458754667,2.58740222427126e-05,-1.67028614894827,-0.608603026145059,92.8225027250863,1.41233639562315
SOCS6,2950,-0.403501055453274,2.62420932835489e-05,-0.591625951343774,-0.215376159562775,97.4281318720409,0.189364192313408
ABHD6,14388,-0.852913201434632,2.6440063215465e-05,-1.25072911728289,-0.455097285586376,98.7345892385436,0.875590345819901
KDM6A,28053,-0.230619259619908,2.93275963393064e-05,-0.338790098929341,-0.122448420310475,86.1392735770034,0.0477767415790291
ABCC10,8523,0.451381928661805,3.04334169983431e-05,0.239235605099571,0.66352825222404,98.2912334550731,0.2571721014768
SERPIND1,28733,-2.06472536609903,3.05567487325498e-05,-3.03534626683829,-1.09410446535976,97.7209698954733,5.2757868707254
CTSO,20662,-0.670540182173165,3.07545796930492e-05,-0.98587028047753,-0.3552100838688,99.083712013172,0.571171249689938
GRK5,29620,-0.858912041054321,3.09724801616288e-05,-1.26298251065439,-0.45484157145425,98.7551653554777,0.916565353282563
PZP,18936,-1.61027512041285,3.11602469998094e-05,-2.36807102831883,-0.852479212506864,98.6246386156214,3.26130333686584
MTF1,2828,-0.282554448964157,3.20266584769925e-05,-0.415724863284382,-0.149384034643933,95.5724617721882,0.0934780716085108
PPP3CB,23341,-0.476288556151804,3.24892127279042e-05,-0.700944618651693,-0.251632493651915,99.2095777110849,0.282206135718668
ILK,13992,-0.644776464059613,3.35401214492093e-05,-0.94943906804347,-0.340113860075757,98.2219215167557,0.49416061737982
ATXN1L,26097,-0.320358445908505,3.37647131033141e-05,-0.471786457713713,-0.168930434103297,95.0536431399336,0.118912518952815
APRT,29291,0.42440751682603,3.45022572691099e-05,0.223557372848716,0.625257660803344,96.3710028597952,0.222544278485512
RUNX2,6848,0.721454262381927,3.60135371555317e-05,0.379213964423467,1.06369456034039,96.7081449972401,0.646100766490198
GRK6,4960,0.309879019257522,3.61338705164555e-05,0.162852691338844,0.456905347176199,96.1311680737003,0.110311361915041
CD36,14077,-1.65315657977052,3.62720121694429e-05,-2.43768585833904,-0.868627301202006,98.7879679025994,3.34997959963332
RPS6KA2,2192,-0.75403449065403,3.6784000032521e-05,-1.11215194049893,-0.395917040809127,98.9088698145293,0.739937894510501
CCK,26215,-2.63035180696023,3.71929941593699e-05,-3.88036898927815,-1.38033462464231,96.4621966494123,8.51278613681977
TAGLN,26762,-1.52083352924369,3.7420133968621e-05,-2.24382213664706,-0.797844921840315,98.8034648461033,2.85209958624524
FCGR1A,10495,1.06724325051645,3.83767896839558e-05,0.559170011354141,1.57531648967875,96.8627285439742,1.40516491120338
NTS,14467,-2.72420511563865,3.86990602042056e-05,-4.02170157508227,-1.42670865619504,97.7214261730768,9.40188636745952
PTPN4,36,-0.426517900304675,3.92401744545558e-05,-0.629820019955555,-0.223215780653796,97.2784034051839,0.21978796519444
RAMP3,22446,-1.04674704475628,3.92859042540612e-05,-1.54571744506558,-0.547776644446984,98.3506416031493,1.41420197360908
POLB,27582,0.415112300202384,4.03336552760345e-05,0.216940758278981,0.613283842125788,96.9760142383092,0.219546950806707
NFE2L2,16868,-0.369324953140042,4.27826189499274e-05,-0.546225909022743,-0.192423997257341,97.7595278927319,0.171303697608708
DPYS,4342,-2.2655850452794,4.51407485846953e-05,-3.35407882763657,-1.17709126292223,97.8694961900757,6.44317569963892
CDK2,5490,0.69480453247137,4.76124164357738e-05,0.359969088344963,1.02963997659778,99.3534499066806,0.638863337677171
CERK,12289,-0.419665539845934,4.88036338249912e-05,-0.622194940870166,-0.217136138821701,97.0058084053159,0.218104188742386
SERPINA3,19427,-1.55709224880716,4.89460121282819e-05,-2.30866640579969,-0.805518091814623,94.4602039859012,2.93853664111893
OXER1,17018,-0.8125469735619,5.12772556496098e-05,-1.20579879383993,-0.419295153283874,96.8364212680078,0.853780866413577
PSMA3,23587,0.298559368991451,5.30206224861214e-05,0.153784360016405,0.443334377966496,96.9318981441733,0.115055712957214
CHRNA1,19909,2.72156699564085,5.30685755198555e-05,1.40177740432478,4.04135658695691,97.8678095441257,9.32364183007818
XCR1,22700,-0.948096322514681,5.32372701596698e-05,-1.40794834341626,-0.488244301613099,93.387255776731,1.07731554995468
CPB1,20601,-2.70581689647683,5.38006269342914e-05,-4.01901265801794,-1.39262113493572,97.4261941453171,9.17846666171344
A2M,22199,-1.21571592012785,5.42382590199055e-05,-1.80600896405027,-0.625422876205436,99.2265986329662,1.99618974464347
MT-ND3,14274,-0.627985800536092,5.47812378591887e-05,-0.933082194689326,-0.322889406382858,96.5128885258029,0.50335332036859
CPT1A,23131,-0.475706501710258,5.5705248557052e-05,-0.707045895863801,-0.244367107556715,97.2112053627809,0.292719092936017
EPHA7,1460,-2.19997535172617,5.66669397478233e-05,-3.27090825087926,-1.12904245257308,98.743147890584,6.37430008140382
FABP1,21207,-2.9859870534289,6.01139117321664e-05,-4.44458558169597,-1.52738852516184,97.6067846519396,10.5227962544566
PSMB8,18683,0.593817842924519,6.03033388596374e-05,0.303695301459762,0.883940384389275,97.5703911361147,0.470626361995434
ERCC1,21488,0.209211648613856,6.03927779496036e-05,0.106987861655193,0.311435435572519,93.4842672355775,0.0526104353487581
PGP,25230,0.522848995612162,6.1944609842765e-05,0.266995288681239,0.778702702543086,97.7724152866274,0.363027903622197
SRPK1,11188,0.480213544859013,6.21111013154194e-05,0.245186064028838,0.715241025689188,98.7933056632856,0.30694853136183
PRKCA,23670,-0.703982114903943,6.34025109780208e-05,-1.04894634496996,-0.359017884837926,98.1426300712102,0.666206275439561
THRSP,18743,-2.98248362109728,6.46936064743211e-05,-4.44570189835488,-1.51926534383969,98.3273971330323,11.7074481334028
RPS6KB2,7734,0.351005610802452,6.50332959282115e-05,0.178747361275065,0.523263860329839,96.8959924425977,0.155090635399042
RAPGEF3,18264,-0.845256727330257,6.76372573912119e-05,-1.26104151794944,-0.429471936711075,98.5913688848497,0.941095204380347
LAMC3,13892,-1.14889903318054,7.03399893151767e-05,-1.71537085413803,-0.582427212223057,97.7529715298398,1.79667844261862
RPS6KA6,22293,-1.8171241469323,7.13955669214341e-05,-2.71386852907936,-0.920379764785251,99.4466112439267,4.63606740825279
SOCS3,14828,-0.820825512770697,7.18559943407629e-05,-1.2260562658608,-0.415594759680592,90.1662929437486,0.758392672897429
ENPP2,13443,-1.05824222268179,7.46251241057237e-05,-1.58187199602926,-0.534612449334326,97.9346663081955,1.47366459842235
HNMT,24938,-0.778106192318895,7.53389756863441e-05,-1.16334272827276,-0.392869656365027,98.7501675748743,0.822189938931817
CCL25,19219,1.85578779750154,7.57645412191176e-05,0.936683979516352,2.77489161548673,89.3529913273916,3.92588925576452
ARNT,20333,-0.284566352267692,7.72082542748626e-05,-0.425662551347523,-0.143470153187862,97.9042980256232,0.113713113037426
KCNJ12,19918,-1.37037749149349,7.73302665463023e-05,-2.04991508036631,-0.690839902620657,98.5847179879989,2.60724221552861
ETV4,13162,1.76118794745486,7.73782877849272e-05,0.887823938874295,2.63455195603542,99.0253333210297,4.37367777721014
ADRB2,8611,-1.37580027849832,7.80024757867388e-05,-2.0583845361744,-0.693216020822234,98.9504086774409,2.66308333922926
ADRA2A,13131,-1.1094863503565,7.81867949380694e-05,-1.66002136387637,-0.558951336836625,97.1124619539945,1.5986515672436
SENP8,4180,-0.385283002549969,7.84349313369276e-05,-0.576499886330807,-0.194066118769132,97.106181253899,0.200625100528686
PEBP1,3962,-0.669474894924579,7.96955432195496e-05,-1.00205849947017,-0.336891290378987,99.0971146176738,0.635350283553256
PTGER3,15368,-2.26857050541194,8.11091314502348e-05,-3.39676253004638,-1.14037848077751,99.2418470642969,7.13673159931602
ERBB4,17978,-2.3132480992419,8.2732719869197e-05,-3.4650489002199,-1.1614472982639,99.0274214133432,7.24744219133107
RBP4,7354,-2.77438960022992,8.3075180677692e-05,-4.15614783468291,-1.39263136577694,99.2332184606435,10.6205146167599
CACNB4,15062,-1.19655155114665,8.32333020609612e-05,-1.79255178355071,-0.600551318742588,98.5687808943828,2.02736705808223
GPI,21842,0.49613822043624,8.50454456953718e-05,0.248687137274795,0.743589303597685,98.2347566664228,0.347764519088374
SLC22A3,17526,-1.97648285234941,8.70150635791821e-05,-2.96364610422753,-0.989319600471298,99.3460083879488,5.63373081589067
CASP3,6401,0.42607272102358,8.79522364931174e-05,0.213128781829858,0.639016660217302,98.276274193547,0.249989269847067
PTP4A1,5712,-0.470210081175805,9.06790302371777e-05,-0.705655104525096,-0.234765057826514,97.3521848622709,0.301987169539834
KLKB1,9814,-1.19440772313532,9.3637137735635e-05,-1.79366219711486,-0.595153249155786,98.0376824846173,2.02772246966511
PARP1,29826,0.398511408773158,9.36544832918559e-05,0.198569230435466,0.59845358711085,98.4044956498171,0.21713604140247
THBS1,17382,-1.02124017905888,9.50050960575529e-05,-1.53407404181749,-0.508406316300267,96.9020790971456,1.37089245324087
DDR1,668,0.746155090605863,9.52336106093911e-05,0.371404270240711,1.12090591097101,98.4453396520592,0.753937375724935
STAT1,1029,0.551878713691734,9.53013702889533e-05,0.274689527442151,0.829067899941318,97.0834603382694,0.426157266420535
KRT6A,13396,2.82832341678389,9.6967144305684e-05,1.40622763098666,4.25041920258111,95.8935740809937,10.464852249676
SLC25A4,6452,-0.747813339691891,9.79871642327175e-05,-1.12406251275848,-0.371564166625299,98.7889762904135,0.800393122426517
MBP,9820,-0.39235993243812,9.83323901843569e-05,-0.589812163047353,-0.194907701828887,97.2810425281952,0.197925795271786
KCNB2,18904,-2.22112006456413,9.86242830907276e-05,-3.33908855368081,-1.10315157544744,97.5335438649242,6.78797642828396
CRY1,25150,-0.287317410363754,9.97510915439839e-05,-0.432036848501079,-0.14259797222643,94.1506635792902,0.103561218065732
NEK1,5004,-0.391291800204649,0.00010073484485244,-0.588502988218916,-0.194080612190382,97.9744289068893,0.221139707139215
PAK3,17830,-1.75762166751479,0.000102161943754982,-2.64424235502398,-0.871000980005592,99.0361669497858,4.54583499066116
MITF,12810,-1.0522816685705,0.000103271938787379,-1.58345723171399,-0.521106105427001,99.2827233812978,1.61347100554272
ADRA1B,11329,-1.48110434326816,0.000103366080340783,-2.22878563196889,-0.733423054567425,98.385380788889,3.04213413488395
FADD,19037,0.419324936629463,0.000104218853700195,0.207535125356198,0.631114747902728,97.3090969385034,0.250753246604211
SLC1A7,3988,-1.48816106975314,0.000106245403876535,-2.2407001980577,-0.735621941448593,98.1345163072064,3.11743720085823
PTCH1,6690,-0.523301093158335,0.000106269753415092,-0.787929852231079,-0.258672334085591,95.7203787051843,0.3604575655899
HDGF,20084,0.501698292651272,0.000107036860629474,0.247879177751226,0.755517407551318,99.1441524402509,0.363497181556796
LIPC,29545,-1.22771703490376,0.000109635922062852,-1.84978237446737,-0.605651695340143,98.2820135100023,2.12616790699019
PSENEN,28153,0.320757650286173,0.000110540078195851,0.15815045754022,0.483364843032126,94.531705409849,0.136676620259253
GART,25695,0.420284828405737,0.000110607415082602,0.207214422000457,0.633355234811016,99.0533409666846,0.262679857127261
LRRK2,5921,-1.51080529956675,0.000110763462228979,-2.27680141941477,-0.744809179718727,99.2144131255966,3.36319617784593
USP14,10889,0.2533356940618,0.000111824410694663,0.124814142136932,0.381857245986667,97.5175249757261,0.0920959313850571
PDE8A,21918,-0.345052952975786,0.000114085083070367,-0.520326081477243,-0.169779824474329,96.5423783416364,0.157931013396001
GPBAR1,29601,-1.09999342565367,0.000114244094970822,-1.65879549359384,-0.541191357713502,97.8956073441971,1.68560643073443
COIL,29420,0.263187477494348,0.000115292138378418,0.129409517748824,0.396965437239871,97.6701254277743,0.0983601905921502
PSMD2,14685,0.384693354833012,0.000117151720031112,0.188955309272769,0.580431400393256,98.7529301798947,0.218130522982481
IRAK3,28154,-0.711198741028684,0.00011759577506966,-1.07315491604138,-0.349242566015992,97.0023625383372,0.704544435742238
SLC23A2,14654,-0.495936532469141,0.000119468781684035,-0.748591526529137,-0.243281538409144,97.8319041051156,0.357396201057828
SGPL1,15306,0.455370770318351,0.000120521000705525,0.223252314076063,0.687489226560638,98.6515881739818,0.302835758351249
MUT,548,-0.561394140430814,0.000121218099461733,-0.847661735076821,-0.275126545784806,99.1681179857811,0.469699205018879
FOXP3,15411,0.873164538119172,0.000123463689565476,0.42739569840825,1.31893337783009,96.8182509915954,1.07912442867364
GALNS,9234,0.353800844971613,0.000127038671579025,0.172847446325783,0.534754243617443,97.1407410553711,0.180219071414498
FECH,18999,-0.500689299456686,0.000130509930132622,-0.757213791642235,-0.244164807271137,98.5476665425571,0.363592795426461
PTGER2,10824,-0.993299042123611,0.000131553221827503,-1.5024696399923,-0.484128444254921,98.048603973128,1.45241131079886
IL6R,27161,-0.865635619482048,0.00013277644101354,-1.30963017695428,-0.42164106200982,98.5108006660408,1.11435930431501
KCNE1,22495,-1.24573374728281,0.000133939867656964,-1.8850450400588,-0.606422454506813,95.4735100216376,2.11460877586792
SCN4B,21691,-1.23906970533717,0.000138486636800176,-1.87633656609436,-0.601802844579971,98.9644059189365,2.32578927763739
TOP1MT,29125,0.536989077847871,0.000139964987549262,0.260619421258944,0.813358734436798,98.3046095024453,0.426314738823674
JAK1,13055,-0.311389463914321,0.000139975496921185,-0.471651604091338,-0.151127323737304,97.2008569757911,0.144961814554248
HSPB2,8390,-1.3494616556353,0.000140323976873124,-2.04409834565551,-0.654824965615091,98.9188252247288,2.70011105218161
EMP1,2848,-0.92340309488114,0.000140671707804691,-1.39880217630786,-0.448004013454424,95.9052577727914,1.13232475539155
COL4A6,21891,-2.06820377517735,0.000142470041131048,-3.13386494391457,-1.00254260644013,99.273109719242,6.5745620346849
CDKL2,17767,-1.47690803439996,0.000148457648467434,-2.23994567257399,-0.713870396225923,98.8121906042307,3.26102099718041
TNFRSF12A,8396,0.989795283392201,0.000149839544769452,0.478111933878177,1.50147863290623,96.3304815370045,1.37440482768349
SCNN1B,12088,-2.64539341696433,0.00015238313163464,-4.01446287385235,-1.27632396007631,99.6008001590983,10.5901852997165
MMP12,29221,1.90785888983632,0.000156175367981602,0.918888670083966,2.89682910958867,95.9711438126237,5.03147000083496
CSF3,12152,-2.24144143520005,0.000156614824650203,-3.40354468069242,-1.07933818970769,93.9303472016349,6.74920892540187
CNR1,15280,-1.67826627221791,0.000176772481178429,-2.55540339459589,-0.80112914983994,98.4290640545047,4.18710473970953
NPEPL1,20207,0.441431087604102,0.000177102569130656,0.210690644719922,0.672171530488281,96.7044146864873,0.290078479117104
IKBKE,22973,0.684512977560077,0.000182157363538542,0.326035908055397,1.04299004706476,97.9961964022336,0.703042456708225
NDUFA4L2,28367,1.23695689134101,0.000183620904353623,0.588818643628451,1.88509513905357,98.8389744878418,2.37528459556686
SNCA,19675,-1.1901942788366,0.000189176852615756,-1.81508262555221,-0.565305932120994,98.8542591128229,2.23335000584553
RNF112,1117,-1.14887270170407,0.000189746109028512,-1.75218822902864,-0.545557174379507,98.4808883330078,2.00495864496712
NCSTN,27466,0.268682548119258,0.00019314780567104,0.127417959409824,0.409947136828691,97.7482077844847,0.108783597461917
PTPRD,15652,-1.11477521907187,0.00019356089615355,-1.70097264967203,-0.528577788471711,97.9424517088266,1.90894132056114
PLA2G2A,17457,-2.0746181686172,0.000200338779376964,-3.16809125506506,-0.981145082169335,95.6121967095406,5.98394192385974
PPP3CC,12501,-0.329577054339662,0.00020037963427928,-0.50329028847102,-0.155863820208303,97.7942583961053,0.162153928843553
MT-ND5,2739,-0.795297578807429,0.00020151765102431,-1.2146438325653,-0.375951325049559,97.5668629375725,0.955829398197372
SPTLC3,6088,-0.887687955306692,0.000202415379869955,-1.35589153200347,-0.419484378609914,98.969131386081,1.24806672589574
SERPING1,5123,-0.936249049896392,0.000205585551542642,-1.43058865133774,-0.441909448455045,98.7631946999381,1.3488750774893
DPP8,7798,-0.281022328647053,0.000212953054094631,-0.429759525827462,-0.132285131466645,97.4804227897038,0.121911681416512
PCSK7,17019,-0.479126089306284,0.000215427672903406,-0.732914883883138,-0.22533729472943,97.8415349041086,0.340443843615388
PTMA,22736,0.316557643267031,0.000217415601832111,0.148774171494516,0.484341115039546,96.6480402378163,0.14606333206516
PRKD1,4531,-0.81611166420041,0.000217662317968389,-1.24870495513226,-0.383518373268563,99.0871689072595,1.06031473778726
PSME3,27932,0.295975832525493,0.000220402319028783,0.138954071206659,0.452997593844328,98.5052059954483,0.140226506126977
IDI1,24882,-0.483480093405314,0.000220623762410098,-0.739994754339297,-0.226965432471331,97.51923790903,0.364538396740709
SLC1A2,24571,-1.52623423351716,0.000225349100320968,-2.33717439034918,-0.715294076685152,98.5705401038945,3.72525987671182
MAP3K3,7625,-0.458869448134924,0.000228669568131773,-0.702928770349845,-0.214810125920002,98.6667608188079,0.338625150079798
MSTN,2183,-1.43168910823792,0.000234261881420592,-2.19443762841035,-0.668940588065485,98.0709950949517,3.26228997278886
PTGS2,612,-1.13595879913918,0.000234650333664475,-1.74122319484915,-0.530694403429214,95.8216388618332,1.90358339178171
HDAC2,2452,0.296769764688353,0.000236617184635038,0.13855254933151,0.454986980045196,98.3874265130696,0.137569580756102
CASP12,4638,-1.77797880002541,0.000240433360864399,-2.7269293183804,-0.829028281670426,98.9303150385352,5.11539966481345
PLAUR,9378,0.736276144072739,0.000247401370610568,0.342524355919721,1.13002793222576,95.0783895910646,0.765040414060728
MT-ND1,223,-0.644746993319584,0.000249674866009572,-0.989770537078669,-0.299723449560498,97.5316448391457,0.652050304836826
HSD3B2,24367,-3.02788133931158,0.000265797624468844,-4.65532607276387,-1.4004366058593,97.5716116459692,14.5582761317185
NOTCH3,12717,0.807824660846157,0.000268905670738178,0.373273689700652,1.24237563199166,98.5904465040645,1.07817729460904
GSTA1,24129,-3.53107048979483,0.000272050294052475,-5.43209100616538,-1.63004997342428,98.4764959502883,19.2950393470785
TXN,24401,0.391446928149506,0.000277145610211531,0.180426781539406,0.602467074759605,95.7936478827154,0.229758200517276
GPR88,6656,-1.57258028713568,0.000277226555574278,-2.42034014745376,-0.724820426817605,97.1709323513361,3.83715747127066
CYP1B1,17771,-1.1637349246562,0.000279495155792744,-1.79145376540567,-0.536016083906728,98.521883735087,2.25363710801413
PSMB7,15189,0.272814845729129,0.00028027494576161,0.125629358465171,0.420000332993086,97.2036637530328,0.118027997399305
MTTP,19789,-2.00294271396565,0.000280837671922259,-3.08369801603023,-0.922187411901072,98.8059624750186,6.68025189952412
RPS6KA5,19080,-0.671647830015271,0.000281333625850521,-1.03410349341394,-0.309192166616604,98.7265523874512,0.728108554994295
